#Top: miox_top   Floorplan: synth_1   Part: xc7z015clg485-1
#Generated by: amarchan   on: Thu Aug  9 18:31:19 2018
#Build: Vivado v2018.2   by: xbuild   on: Thu Jun 14 20:03:12 MDT 2018
#Package Version: FINAL 2013-10-23
#Package Pin Delay Version: VERS. 2.0 2013-10-23

IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,IN_TERM,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage
35,F5,IOB_X1Y140,IO_L5P_T0_AD9P_35,32.448,32.774,,lpc_55342,lpc_ad[2],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,F4,IOB_X1Y109,IO_L20N_T3_AD6N_35,56.099,56.663,,lpc_55342,lpc_ad[1],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,G4,IOB_X1Y110,IO_L20P_T3_AD6P_35,56.190,56.755,,lpc_55342,lpc_ad[0],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
34,U2,IOB_X1Y72,IO_L14P_T2_SRCC_34,113.057,114.193,,lpc_55342,lpc_clk_24MHz,IN,,,LVCMOS33,,,,,,,,,,,,,
34,R2,IOB_X1Y65,IO_L17N_T2_34,90.962,91.876,,lpc_55342,lpc_frame_n,IN,,,LVCMOS33,,,,,,,,,,,,,
35,B4,IOB_X1Y124,IO_L13P_T2_MRCC_35,76.924,77.698,,lpc_55342,serirq,INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
112,Y6,IPAD_X1Y24,MGTPRXN3_112,66.146,66.811,,pcie_55342,pcie_rx_n,IN,,,,,,,,,,,,,,,,
112,W6,IPAD_X1Y25,MGTPRXP3_112,66.772,67.444,,pcie_55342,pcie_rx_p,IN,,,,,,,,,,,,,,,,
112,Y2,OPAD_X0Y6,MGTPTXN3_112,73.477,74.215,,pcie_55342,pcie_tx_n,OUT,,,,12,,,,,,,,,,,,
112,W2,OPAD_X0Y7,MGTPTXP3_112,73.563,74.303,,pcie_55342,pcie_tx_p,OUT,,,,12,,,,,,,,,,,,
34,P1,IOB_X1Y67,IO_L16N_T2_34,77.132,77.907,,profinet1_ncsi_55342,profinet1_ncsi_rxd[1],IN,,,LVCMOS33,,,,,,,,,,,,,
34,P2,IOB_X1Y63,IO_L18N_T2_34,62.702,63.332,,profinet1_ncsi_55342,profinet1_ncsi_rxd[0],IN,,,LVCMOS33,,,,,,,,,,,,,
34,L2,IOB_X1Y80,IO_L10P_T1_34,45.753,46.213,,profinet1_ncsi_55342,profinet1_ncsi_txd[1],OUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
34,L1,IOB_X1Y79,IO_L10N_T1_34,57.818,58.399,,profinet1_ncsi_55342,profinet1_ncsi_txd[0],OUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
34,P3,IOB_X1Y64,IO_L18P_T2_34,79.640,80.441,,profinet1_ncsi_55342,profinet1_ncsi_crs_dv,IN,,,LVCMOS33,,,,,,,,,,,,,
34,M1,IOB_X1Y69,IO_L15N_T2_DQS_34,60.315,60.922,,profinet1_ncsi_55342,profinet1_ncsi_tx_en,OUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
34,K5,IOB_X1Y85,IO_L7N_T1_34,56.375,56.942,,profinet2_ncsi_55342,profinet2_ncsi_rxd[1],IN,,,LVCMOS33,,,,,,,,,,,,,
34,J5,IOB_X1Y86,IO_L7P_T1_34,57.466,58.044,,profinet2_ncsi_55342,profinet2_ncsi_rxd[0],IN,,,LVCMOS33,,,,,,,,,,,,,
35,C1,IOB_X1Y117,IO_L16N_T2_35,82.177,83.003,,profinet2_ncsi_55342,profinet2_ncsi_txd[1],OUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,D1,IOB_X1Y118,IO_L16P_T2_35,82.667,83.498,,profinet2_ncsi_55342,profinet2_ncsi_txd[0],OUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
34,J3,IOB_X1Y82,IO_L9P_T1_DQS_34,51.082,51.595,,profinet2_ncsi_55342,profinet2_ncsi_crs_dv,IN,,,LVCMOS33,,,,,,,,,,,,,
35,B1,IOB_X1Y113,IO_L18N_T2_AD13N_35,99.937,100.942,,profinet2_ncsi_55342,profinet2_ncsi_tx_en,OUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,D5,IOB_X1Y126,IO_L12P_T1_MRCC_35,108.720,109.813,,,lan4_sdp[3],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,E5,IOB_X1Y139,IO_L5N_T0_AD9N_35,39.631,40.030,,,lan4_sdp[2],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,E4,IOB_X1Y108,IO_L21P_T3_DQS_AD14P_35,107.473,108.553,,,lan4_sdp[1],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,A2,IOB_X1Y120,IO_L15P_T2_DQS_AD12P_35,95.871,96.835,,,lan4_sdp[0],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,A5,IOB_X1Y130,IO_L10P_T1_AD11P_35,90.962,91.876,,,profinet2_led_in[1],IN,,,LVCMOS33,,,,,,,,,,,,,
35,A4,IOB_X1Y129,IO_L10N_T1_AD11N_35,89.896,90.799,,,profinet2_led_in[0],IN,,,LVCMOS33,,,,,,,,,,,,,
34,P8,IOB_X1Y89,IO_L5N_T0_34,111.801,112.925,,,lan3_sdp[3],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
34,P7,IOB_X1Y52,IO_L24P_T3_34,54.819,55.370,,,lan3_sdp[2],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
34,N6,IOB_X1Y62,IO_L19P_T3_34,94.097,95.043,,,lan3_sdp[1],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
34,N8,IOB_X1Y90,IO_L5P_T0_34,88.454,89.343,,,lan3_sdp[0],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,E8,IOB_X1Y144,IO_L3P_T0_DQS_AD1P_35,71.631,72.351,,,lan2_sdp[3],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,E7,IOB_X1Y147,IO_L1N_T0_AD0N_35,40.303,40.708,,,lan2_sdp[2],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,C8,IOB_X1Y136,IO_L7P_T1_AD2P_35,88.839,89.732,,,lan2_sdp[1],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,D7,IOB_X1Y146,IO_L2P_T0_AD8P_35,50.899,51.411,,,lan2_sdp[0],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,G2,IOB_X1Y105,IO_L22N_T3_AD7N_35,57.558,58.137,,,lan1_sdp[3],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,H4,IOB_X1Y112,IO_L19P_T3_35,58.955,59.548,,,lan1_sdp[2],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,G3,IOB_X1Y106,IO_L22P_T3_AD7P_35,59.130,59.725,,,lan1_sdp[1],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
35,G1,IOB_X1Y101,IO_L24N_T3_AD15N_35,65.704,66.364,,,lan1_sdp[0],INOUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
34,M3,IOB_X1Y55,IO_L22N_T3_34,55.451,56.009,,,profinet1_led_in[1],IN,,,LVCMOS33,,,,,,,,,,,,,
34,N3,IOB_X1Y57,IO_L21N_T3_DQS_34,56.588,57.157,,,profinet1_led_in[0],IN,,,LVCMOS33,,,,,,,,,,,,,
13,AA20,IOB_X0Y13,IO_L18N_T2_13,62.633,63.263,,,fpga_rsvd[3],IN,,,LVCMOS33,,,,,,,,,,,,,
13,AB22,IOB_X0Y19,IO_L15N_T2_DQS_13,102.761,103.794,,,fpga_rsvd[2],IN,,,LVCMOS33,,,,,,,,,,,,,
13,W18,IOB_X0Y7,IO_L21N_T3_DQS_13,42.954,43.385,,,fpga_rsvd[1],IN,,,LVCMOS33,,,,,,,,,,,,,
13,AB21,IOB_X0Y20,IO_L15P_T2_DQS_13,103.805,104.848,,,fpga_rsvd[0],IN,,,LVCMOS33,,,,,,,,,,,,,
13,U11,IOB_X0Y40,IO_L5P_T0_13,195.241,197.203,,,user_data_out[7],OUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
13,V11,IOB_X0Y42,IO_L4P_T0_13,201.669,203.696,,,user_data_out[6],OUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
13,W11,IOB_X0Y41,IO_L4N_T0_13,187.023,188.903,,,user_data_out[5],OUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
13,AA11,IOB_X0Y36,IO_L7P_T1_13,169.135,170.835,,,user_data_out[4],OUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
13,V13,IOB_X0Y48,IO_L1P_T0_13,177.519,179.303,,,user_data_out[3],OUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
13,U13,IOB_X0Y38,IO_L6P_T0_13,164.229,165.880,,,user_data_out[2],OUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
13,W12,IOB_X0Y44,IO_L3P_T0_DQS_13,199.717,201.724,,,user_data_out[1],OUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
13,Y12,IOB_X0Y30,IO_L10P_T1_13,144.131,145.580,,,user_data_out[0],OUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
13,Y17,IOB_X0Y1,IO_L24N_T3_13,45.717,46.176,,,user_data_in[7],IN,,,LVCMOS33,,,,,,,,,,,,,
13,V18,IOB_X0Y8,IO_L21P_T3_DQS_13,40.891,41.302,,,user_data_in[6],IN,,,LVCMOS33,,,,,,,,,,,,,
13,AB17,IOB_X0Y15,IO_L17N_T2_13,79.697,80.498,,,user_data_in[5],IN,,,LVCMOS33,,,,,,,,,,,,,
13,AB18,IOB_X0Y18,IO_L16P_T2_13,82.394,83.223,,,user_data_in[4],IN,,,LVCMOS33,,,,,,,,,,,,,
13,AB19,IOB_X0Y17,IO_L16N_T2_13,81.591,82.411,,,user_data_in[3],IN,,,LVCMOS33,,,,,,,,,,,,,
13,AA19,IOB_X0Y14,IO_L18P_T2_13,64.428,65.075,,,user_data_in[2],IN,,,LVCMOS33,,,,,,,,,,,,,
13,Y18,IOB_X0Y24,IO_L13P_T2_MRCC_13,57.413,57.990,,,user_data_in[1],IN,,,LVCMOS33,,,,,,,,,,,,,
13,Y19,IOB_X0Y23,IO_L13N_T2_MRCC_13,63.920,64.563,,,user_data_in[0],IN,,,LVCMOS33,,,,,,,,,,,,,
13,AB11,IOB_X0Y35,IO_L7N_T1_13,164.875,166.532,,,sys_rst_n,IN,,,LVCMOS33,,,,,,,,,,,,,
13,AA15,IOB_X0Y27,IO_L11N_T1_SRCC_13,118.291,119.480,,,com1_dxen,OUT,,,LVCMOS33,12,SLOW,,,,,,,,,FP_VTT_50,,
34,M2,IOB_X1Y70,IO_L15P_T2_DQS_34,61.652,62.271,,,com1_rs485,IN,,,LVCMOS33,,,,,,,,,,,,,
13,AB12,IOB_X0Y33,IO_L8N_T1_13,156.200,157.770,,,sw_diag_n,IN,,,LVCMOS33,,,,,,,,,,,,,
13,U12,IOB_X0Y39,IO_L5N_T0_13,200.170,202.182,,,host_proc_hot_n,IN,,,LVCMOS33,,,,,,,,,,,,,
0,M11,IPAD_X0Y31,VN_0,77.336,78.114,,,,,,,,,,,,,,,,,,,,
0,L12,IPAD_X0Y30,VP_0,71.657,72.377,,,,,,,,,,,,,,,,,,,,
0,T10,,DONE_0,56.017,56.580,,,,,,,,,,,,,,,,,,,,
0,N12,,DXP_0,75.538,76.297,,,,,,,,,,,,,,,,,,,,
0,K11,,GNDADC_0,,,,,,,,,,,,,,,,,,,,,,
0,K12,,VCCADC_0,47.940,48.422,,,,,,,,,,,,,,,,,,,,
0,M12,,VREFP_0,91.511,92.430,,,,,,,,,,,,,,,,,,,,
0,G14,,VCCBATT_0,45.704,46.163,,,,,,,,,,,,,,,,,,,,
0,H11,,TCK_0,30.888,31.198,,,,,,,,,,,,,,,,,,,,
0,N11,,DXN_0,77.608,78.388,,,,,,,,,,,,,,,,,,,,
0,L11,,VREFN_0,90.729,91.641,,,,,,,,,,,,,,,,,,,,
0,T8,,INIT_B_0,88.038,88.923,,,,,,,,,,,,,,,,,,,,
0,H9,,TDI_0,136.104,137.472,,,,,,,,,,,,,,,,,,,,
0,G9,,TDO_0,145.460,146.922,,,,,,,,,,,,,,,,,,,,
0,T9,,CFGBVS_0,51.974,52.496,,,,,,,,,,,,,,,,,,,CFGBVS_0,
0,V10,,PROGRAM_B_0,29.136,29.429,,,,,,,,,,,,,,,,,,,,
0,H10,,TMS_0,114.667,115.820,,,,,,,,,,,,,,,,,,,,
0,R11,,VCCO_0,,,,,,,,,,,,,,,,,,,,,VCCO_0,
13,T16,IOB_X0Y49,IO_0_13,108.106,109.192,,,,,,,,,,,,,,,,,,,,
13,U14,IOB_X0Y37,IO_L6N_T0_VREF_13,166.084,167.753,,,,,,,,,,,,,,,,,,,,
13,AA14,IOB_X0Y28,IO_L11P_T1_SRCC_13,122.957,124.193,,,,,,,,,,,,,,,,,,,,
13,Y14,IOB_X0Y26,IO_L12P_T1_MRCC_13,128.808,130.103,,,,,,,,,,,,,,,,,,,,
13,AA17,IOB_X0Y21,IO_L14N_T2_SRCC_13,97.792,98.775,,,,,,,,,,,,,,,,,,,,
13,R17,IOB_X0Y12,IO_L19P_T3_13,60.182,60.787,,,,,,,,,,,,,,,,,,,,
13,T17,IOB_X0Y11,IO_L19N_T3_VREF_13,46.593,47.062,,,,,,,,,,,,,,,,,,,,
13,U19,IOB_X0Y10,IO_L20P_T3_13,47.810,48.290,,,,,,,,,,,,,,,,,,,,
13,V19,IOB_X0Y9,IO_L20N_T3_13,37.854,38.235,,,,,,,,,,,,,,,,,,,,
13,U18,IOB_X0Y5,IO_L22N_T3_13,26.206,26.469,,,,,,,,,,,,,,,,,,,,
13,W17,IOB_X0Y2,IO_L24P_T3_13,44.249,44.694,,,,,,,,,,,,,,,,,,,,
13,U16,IOB_X0Y0,IO_25_13,22.365,22.590,,,,,,,,,,,,,,,,,,,,
13,AA13,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,3.30
13,AB20,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,3.30
13,T18,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,3.30
13,U15,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,3.30
13,V12,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,3.30
13,W19,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,3.30
13,Y16,,VCCO_13,,,,,,,,,,,,,,,,,,,,,VCCO_13,3.30
34,K7,IOB_X1Y94,IO_L3P_T0_DQS_PUDC_B_34,78.964,79.757,,,,,,,,,,,,,,,,,,,,
34,L6,IOB_X1Y92,IO_L4P_T0_34,107.373,108.453,,,,,,,,,,,,,,,,,,,,
34,M6,IOB_X1Y91,IO_L4N_T0_34,86.633,87.504,,,,,,,,,,,,,,,,,,,,
34,M8,IOB_X1Y88,IO_L6P_T0_34,63.721,64.362,,,,,,,,,,,,,,,,,,,,
34,M7,IOB_X1Y87,IO_L6N_T0_VREF_34,62.822,63.454,,,,,,,,,,,,,,,,,,,,
34,K4,IOB_X1Y78,IO_L11P_T1_SRCC_34,42.298,42.723,,,,,,,,,,,,,,,,,,,,
34,T2,IOB_X1Y74,IO_L13P_T2_MRCC_34,74.588,75.338,,,,,,,,,,,,,,,,,,,,
34,T1,IOB_X1Y73,IO_L13N_T2_MRCC_34,87.891,88.775,,,,,,,,,,,,,,,,,,,,
34,U1,IOB_X1Y71,IO_L14N_T2_SRCC_34,88.790,89.682,,,,,,,,,,,,,,,,,,,,
34,R3,IOB_X1Y66,IO_L17P_T2_34,99.247,100.244,,,,,,,,,,,,,,,,,,,,
34,N5,IOB_X1Y61,IO_L19N_T3_VREF_34,71.712,72.433,,,,,,,,,,,,,,,,,,,,
34,P6,IOB_X1Y60,IO_L20P_T3_34,84.471,85.320,,,,,,,,,,,,,,,,,,,,
34,P5,IOB_X1Y59,IO_L20N_T3_34,63.272,63.908,,,,,,,,,,,,,,,,,,,,
34,N4,IOB_X1Y58,IO_L21P_T3_DQS_34,58.624,59.213,,,,,,,,,,,,,,,,,,,,
34,M4,IOB_X1Y56,IO_L22P_T3_34,57.280,57.856,,,,,,,,,,,,,,,,,,,,
34,R5,IOB_X1Y54,IO_L23P_T3_34,55.401,55.958,,,,,,,,,,,,,,,,,,,,
34,R4,IOB_X1Y53,IO_L23N_T3_34,62.686,63.316,,,,,,,,,,,,,,,,,,,,
34,R8,IOB_X1Y50,IO_25_34,48.550,49.038,,,,,,,,,,,,,,,,,,,,
34,H2,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
34,K6,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
34,L3,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
34,N7,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
34,P4,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
34,R1,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
35,D8,IOB_X1Y143,IO_L3N_T0_DQS_AD1N_35,72.135,72.860,,,,,,,,,,,,,,,,,,,,
35,F6,IOB_X1Y137,IO_L6N_T0_VREF_35,35.044,35.396,,,,,,,,,,,,,,,,,,,,
35,C6,IOB_X1Y128,IO_L11P_T1_SRCC_35,80.667,81.478,,,,,,,,,,,,,,,,,,,,
35,C5,IOB_X1Y127,IO_L11N_T1_SRCC_35,69.869,70.571,,,,,,,,,,,,,,,,,,,,
35,C4,IOB_X1Y125,IO_L12N_T1_MRCC_35,100.699,101.711,,,,,,,,,,,,,,,,,,,,
35,B3,IOB_X1Y123,IO_L13N_T2_MRCC_35,84.239,85.086,,,,,,,,,,,,,,,,,,,,
35,C3,IOB_X1Y121,IO_L14N_T2_AD4N_SRCC_35,77.110,77.885,,,,,,,,,,,,,,,,,,,,
35,H3,IOB_X1Y111,IO_L19N_T3_VREF_35,53.723,54.263,,,,,,,,,,,,,,,,,,,,
35,A3,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,3.30
35,C7,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,3.30
35,D4,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,3.30
35,E1,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,3.30
35,F8,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,3.30
35,G5,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,3.30
112,AA5,OPAD_X0Y5,MGTPTXP2_112,110.110,111.217,,,,,,,,,,,,,,,,,,,,
112,AB5,OPAD_X0Y4,MGTPTXN2_112,109.385,110.484,,,,,,,,,,,,,,,,,,,,
112,U9,IPAD_X1Y8,MGTREFCLK0P_112,47.345,47.820,,,,,,,,,,,,,,,,,,,,
112,V9,IPAD_X1Y9,MGTREFCLK0N_112,48.905,49.397,,,,,,,,,,,,,,,,,,,,
112,AA9,IPAD_X1Y19,MGTPRXP2_112,63.457,64.095,,,,,,,,,,,,,,,,,,,,
112,W8,IPAD_X1Y7,MGTPRXP1_112,66.080,66.744,,,,,,,,,,,,,,,,,,,,
112,AA7,IPAD_X1Y1,MGTPRXP0_112,67.190,67.866,,,,,,,,,,,,,,,,,,,,
112,AA3,OPAD_X0Y1,MGTPTXP0_112,66.796,67.468,,,,,,,,,,,,,,,,,,,,
112,W4,OPAD_X0Y3,MGTPTXP1_112,58.580,59.169,,,,,,,,,,,,,,,,,,,,
112,AB9,IPAD_X1Y18,MGTPRXN2_112,63.090,63.724,,,,,,,,,,,,,,,,,,,,
112,Y8,IPAD_X1Y6,MGTPRXN1_112,65.004,65.657,,,,,,,,,,,,,,,,,,,,
112,AB7,IPAD_X1Y0,MGTPRXN0_112,65.604,66.264,,,,,,,,,,,,,,,,,,,,
112,AB3,OPAD_X0Y0,MGTPTXN0_112,65.713,66.374,,,,,,,,,,,,,,,,,,,,
112,Y4,OPAD_X0Y2,MGTPTXN1_112,57.173,57.747,,,,,,,,,,,,,,,,,,,,
112,U7,,MGTRREF_112,26.800,27.069,,,,,,,,,,,,,,,,,,,,
500,E17,IOPAD_X1Y92,PS_MIO15_500,37.252,37.627,,,,,,,,,,,,,,,,,,,,
500,B17,IOPAD_X1Y91,PS_MIO14_500,67.240,67.915,,,,,,,,,,,,,,,,,,,,
500,A17,IOPAD_X1Y90,PS_MIO13_500,63.463,64.101,,,,,,,,,,,,,,,,,,,,
500,C18,IOPAD_X1Y89,PS_MIO12_500,55.264,55.819,,,,,,,,,,,,,,,,,,,,
500,B19,IOPAD_X1Y88,PS_MIO11_500,59.996,60.599,,,,,,,,,,,,,,,,,,,,
500,G16,IOPAD_X1Y87,PS_MIO10_500,25.831,26.091,,,,,,,,,,,,,,,,,,,,
500,C19,IOPAD_X1Y86,PS_MIO9_500,54.213,54.758,,,,,,,,,,,,,,,,,,,,
500,E18,IOPAD_X1Y85,PS_MIO8_500,37.962,38.344,,,,,,,,,,,,,,,,,,,,
500,D18,IOPAD_X1Y84,PS_MIO7_500,48.801,49.292,,,,,,,,,,,,,,,,,,,,
500,G17,IOPAD_X1Y77,PS_MIO0_500,44.473,44.920,,,,,,,,,,,,,,,,,,,,
500,B20,,VCCO_MIO0_500,,,,,,,,,,,,,,,,,,,,,,
500,C17,,VCCO_MIO0_500,,,,,,,,,,,,,,,,,,,,,,
501,E14,IOPAD_X1Y94,PS_MIO17_501,54.652,55.201,,,,,,,,,,,,,,,,,,,,
501,E13,IOPAD_X1Y96,PS_MIO19_501,59.216,59.811,,,,,,,,,,,,,,,,,,,,
501,F12,IOPAD_X1Y98,PS_MIO21_501,80.575,81.385,,,,,,,,,,,,,,,,,,,,
501,E12,IOPAD_X1Y100,PS_MIO23_501,66.310,66.976,,,,,,,,,,,,,,,,,,,,
501,F11,IOPAD_X1Y102,PS_MIO25_501,70.978,71.692,,,,,,,,,,,,,,,,,,,,
501,D16,IOPAD_X1Y104,PS_MIO27_501,40.279,40.684,,,,,,,,,,,,,,,,,,,,
501,E15,IOPAD_X1Y106,PS_MIO29_501,40.199,40.603,,,,,,,,,,,,,,,,,,,,
501,F14,IOPAD_X1Y108,PS_MIO31_501,44.666,45.115,,,,,,,,,,,,,,,,,,,,
501,G11,IOPAD_X1Y110,PS_MIO33_501,80.088,80.893,,,,,,,,,,,,,,,,,,,,
501,F9,IOPAD_X1Y112,PS_MIO35_501,71.650,72.371,,,,,,,,,,,,,,,,,,,,
501,F10,IOPAD_X1Y115,PS_MIO38_501,81.002,81.816,,,,,,,,,,,,,,,,,,,,
501,E9,IOPAD_X1Y117,PS_MIO40_501,118.125,119.312,,,,,,,,,,,,,,,,,,,,
501,D15,IOPAD_X1Y119,PS_MIO42_501,34.566,34.913,,,,,,,,,,,,,,,,,,,,
501,E10,IOPAD_X1Y121,PS_MIO44_501,57.712,58.292,,,,,,,,,,,,,,,,,,,,
501,D11,IOPAD_X1Y123,PS_MIO46_501,72.550,73.279,,,,,,,,,,,,,,,,,,,,
501,D12,IOPAD_X1Y125,PS_MIO48_501,49.572,50.070,,,,,,,,,,,,,,,,,,,,
501,D10,IOPAD_X1Y127,PS_MIO50_501,64.641,65.290,,,,,,,,,,,,,,,,,,,,
501,D13,IOPAD_X1Y129,PS_MIO52_501,35.436,35.792,,,,,,,,,,,,,,,,,,,,
501,D17,IOPAD_X1Y93,PS_MIO16_501,48.541,49.029,,,,,,,,,,,,,,,,,,,,
501,A16,IOPAD_X1Y95,PS_MIO18_501,74.924,75.677,,,,,,,,,,,,,,,,,,,,
501,A15,IOPAD_X1Y97,PS_MIO20_501,76.586,77.356,,,,,,,,,,,,,,,,,,,,
501,A9,IOPAD_X1Y99,PS_MIO22_501,123.530,124.771,,,,,,,,,,,,,,,,,,,,
501,B16,IOPAD_X1Y101,PS_MIO24_501,58.704,59.294,,,,,,,,,,,,,,,,,,,,
501,A10,IOPAD_X1Y103,PS_MIO26_501,108.663,109.755,,,,,,,,,,,,,,,,,,,,
501,A11,IOPAD_X1Y105,PS_MIO28_501,95.738,96.700,,,,,,,,,,,,,,,,,,,,
501,A12,IOPAD_X1Y107,PS_MIO30_501,86.173,87.039,,,,,,,,,,,,,,,,,,,,
501,C16,IOPAD_X1Y109,PS_MIO32_501,47.492,47.969,,,,,,,,,,,,,,,,,,,,
501,B11,IOPAD_X1Y111,PS_MIO34_501,92.428,93.357,,,,,,,,,,,,,,,,,,,,
501,A14,IOPAD_X1Y113,PS_MIO36_501,61.961,62.584,,,,,,,,,,,,,,,,,,,,
501,B9,IOPAD_X1Y114,PS_MIO37_501,99.614,100.615,,,,,,,,,,,,,,,,,,,,
501,C10,IOPAD_X1Y116,PS_MIO39_501,92.775,93.707,,,,,,,,,,,,,,,,,,,,
501,C15,IOPAD_X1Y118,PS_MIO41_501,45.306,45.762,,,,,,,,,,,,,,,,,,,,
501,B12,IOPAD_X1Y120,PS_MIO43_501,71.771,72.493,,,,,,,,,,,,,,,,,,,,
501,B14,IOPAD_X1Y122,PS_MIO45_501,49.867,50.368,,,,,,,,,,,,,,,,,,,,
501,B13,IOPAD_X1Y124,PS_MIO47_501,57.133,57.707,,,,,,,,,,,,,,,,,,,,
501,C9,IOPAD_X1Y126,PS_MIO49_501,85.494,86.353,,,,,,,,,,,,,,,,,,,,
501,C13,IOPAD_X1Y128,PS_MIO51_501,54.427,54.974,,,,,,,,,,,,,,,,,,,,
501,C11,IOPAD_X1Y130,PS_MIO53_501,57.925,58.507,,,,,,,,,,,,,,,,,,,,
501,F15,,PS_MIO_VREF_501,18.449,18.635,,,,,,,,,,,,,,,,,,,,
501,A13,,VCCO_MIO1_501,,,,,,,,,,,,,,,,,,,,,,
501,B10,,VCCO_MIO1_501,,,,,,,,,,,,,,,,,,,,,,
501,D14,,VCCO_MIO1_501,,,,,,,,,,,,,,,,,,,,,,
501,E11,,VCCO_MIO1_501,,,,,,,,,,,,,,,,,,,,,,
502,H16,,PS_DDR_VREF0_502,,,,,,,,,,,,,,,,,,,,,,
502,P16,,PS_DDR_VREF1_502,,,,,,,,,,,,,,,,,,,,,,
502,E21,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,F18,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,H22,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,J19,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
502,K16,,VCCO_DDR_502,,,,,,,,,,,,,,,,,,,,,,
